Tube Line,From Station,To Station,Latitude_From,Longitude_From,Latitude_To,Longitude_To,Distance (km)
Bakerloo,Baker Street,Regents Park,51.52312936605881,-0.1569041929861845,51.523810437772845,-0.1453444097205957,0.022470420122228166
Bakerloo,Charing Cross,Embankment,51.50835842818622,-0.1248029372330441,51.50731229694681,-0.1223673356621198,0.005143848175975518
Bakerloo,Waterloo,Charing Cross,51.50314645678346,-0.1132592512581959,51.50835842818622,-0.1248029372330441,0.024578139006495085
Bakerloo,Edgware Road (Bakerloo),Marylebone,51.520645084536135,-0.1705395498997404,51.52239640326536,-0.1634925623109129,0.014090588049243711
Bakerloo,Embankment,Waterloo,51.50731229694681,-0.1223673356621198,51.50314645678346,-0.1132592512581959,0.019435393416754206
Bakerloo,Harlesden,Willesden Junction,51.53625790862039,-0.2574956703770174,51.53223356661704,-0.243909139837678,0.02749686952646011
Bakerloo,Harrow and Wealdstone,Kenton,51.59259408808769,-0.3342526785741267,51.5814957703514,-0.3152168608263206,0.04275949798876361
Bakerloo,Kensal Green,Queens Park,51.53052384871879,-0.2247133811380436,51.53431231776354,-0.2047981469506716,0.03933826999939904
Bakerloo,Kenton,South Kenton,51.5814957703514,-0.3152168608263206,51.57104394755128,-0.3081429717620929,0.024492144652682877
Bakerloo,Kilburn Park,Maida Vale,51.53513522184343,-0.1939660549397059,51.5299947556212,-0.1854326449358559,0.0193318790266427
Bakerloo,Lambeth North,Elephant and Castle,51.49912976538859,-0.1117682604602059,51.49584922002923,-0.1007387142562823,0.02232946617381428
Bakerloo,Maida Vale,Warwick Avenue,51.5299947556212,-0.1854326449358559,51.52310413807906,-0.1829532911134564,0.014211869838248521
Bakerloo,Marylebone,Baker Street,51.52239640326536,-0.1634925623109129,51.52312936605881,-0.1569041929861845,0.012863481597974997
Bakerloo,North Wembley,Wembley Central,51.56239579644328,-0.3039482139132909,51.55186429753856,-0.2963923219160409,0.025153818113982117
Bakerloo,Oxford Circus,Piccadilly Circus,51.51522317440166,-0.1408361701333405,51.50969653217059,-0.1337115961590762,0.01749778688926264
Bakerloo,Paddington,Edgware Road (Bakerloo),51.51539350022652,-0.1757367502657722,51.520645084536135,-0.1705395498997404,0.014338130995663305
Bakerloo,Piccadilly Circus,Charing Cross,51.50969653217059,-0.1337115961590762,51.50835842818622,-0.1248029372330441,0.01748102789478076
Bakerloo,Queens Park,Kilburn Park,51.53431231776354,-0.2047981469506716,51.53513522184343,-0.1939660549397059,0.021080023547958945
Bakerloo,Regents Park,Oxford Circus,51.523810437772845,-0.1453444097205957,51.51522317440166,-0.1408361701333405,0.01882199031447882
Bakerloo,South Kenton,North Wembley,51.57104394755128,-0.3081429717620929,51.56239579644328,-0.3039482139132909,0.0186533319572586
Bakerloo,Stonebridge Park,Harlesden,51.54398610565641,-0.2754004371046793,51.53625790862039,-0.2574956703770174,0.037842832737909934
Bakerloo,Warwick Avenue,Paddington,51.52310413807906,-0.1829532911134564,51.51539350022652,-0.1757367502657722,0.02049452646582045
Bakerloo,Waterloo,Lambeth North,51.50314645678346,-0.1132592512581959,51.49912976538859,-0.1117682604602059,0.008314863148451838
Bakerloo,Wembley Central,Stonebridge Park,51.55186429753856,-0.2963923219160409,51.54398610565641,-0.2754004371046793,0.04350916092709725
Bakerloo,Willesden Junction,Kensal Green,51.53223356661704,-0.243909139837678,51.53052384871879,-0.2247133811380436,0.0373964494203956
Central,Bank,St. Pauls,51.51334691914183,-0.0890001234943746,,,
Central,Barkingside,Fairlop,51.58585076146283,0.0884766401059262,51.59610969417489,0.0905932799159299,0.020328936356828316
Central,Bethnal Green,Liverpool Street,51.52719165312213,-0.055392111450162,51.51759813225402,-0.0822496218888544,0.055342237240034176
Central,Bond Street,Marble Arch,51.513797282327445,-0.1496136085316461,51.51396523465938,-0.1585712147927576,0.01738509948470309
Central,Buckhurst Hill,Woodford,51.62657674004732,0.0467125414287692,51.60720190279034,0.0340562024166259,0.04491105786335425
Central,Chancery Lane,Holborn,51.51849383581988,-0.1119620267624171,51.51723554139566,-0.1198405066029367,0.015481826108185387
Central,Chigwell,Roding Valley,51.61785799974183,0.0761792153523027,51.61695652081232,0.0440262071266384,0.062416718882267554
Central,Debden,Loughton,51.64549214152591,0.0838014752563246,51.641570570828016,0.0552790792874478,0.05586787872517078
Central,East Acton,North Acton,51.51626301045364,-0.2481122212813141,51.52343200460989,-0.2597295239222282,0.026490827685107653
Central,Epping,Theydon Bois,51.69368635497796,0.1138255535142121,51.67255225418,0.1028907368816818,0.046178916974184865
Central,Fairlop,Hainault,51.59610969417489,0.0905932799159299,51.602845483752255,0.0941085508301524,0.014744976284561558
Central,Gants Hill,Newbury Park,51.57655306294169,0.0660840980631794,51.57563850646377,0.0903031581978967,0.04703005888821556
Central,Grange Hill,Chigwell,51.61348057933538,0.092272530168692,51.61785799974183,0.0761792153523027,0.032363615484072975
Central,Greenford,Northolt,51.54197950701463,-0.3458787331310219,51.54821230018008,-0.3684405875976204,0.04542106361697537
Central,Hainault,Grange Hill,51.602845483752255,0.0941085508301524,51.61348057933538,0.092272530168692,0.020944955392404443
Central,Hanger Lane,Perivale,51.5300715563412,-0.2929961405571649,51.53634129467288,-0.3230704159011666,0.059613486450181184
Central,Holborn,Tottenham Court Road,51.51723554139566,-0.1198405066029367,51.516210657936185,-0.1311104379402324,0.02195932554624653
Central,Holland Park,Shepherds Bush,51.50714614814041,-0.2065577754123284,51.504531795613886,-0.2185191566688487,0.023758874957571535
Central,Lancaster Gate,Queensway,51.511890658328326,-0.1754299267897915,51.51044892854765,-0.1874199010483689,0.02343392771607563
Central,Leyton,Stratford,51.55813226231266,-0.006465331580603,51.54169257587399,-0.0037516410271907,0.03233643125767531
Central,Leytonstone,Leyton,51.56852230672617,0.0091404519570612,51.55813226231266,-0.006465331580603,0.036381773994715316
Central,Leytonstone,Wanstead,51.56852230672617,0.0091404519570612,51.57490219957087,0.028760472436225,0.04003495016125792
Central,Liverpool Street,Bank,51.51759813225402,-0.0822496218888544,51.51334691914183,-0.0890001234943746,0.015480901621989193
Central,Loughton,Buckhurst Hill,51.641570570828016,0.0552790792874478,51.62657674004732,0.0467125414287692,0.03351222999618914
Central,Marble Arch,Lancaster Gate,51.51396523465938,-0.1585712147927576,51.511890658328326,-0.1754299267897915,0.03296079341214165
Central,Mile End,Bethnal Green,51.5253109195645,-0.0326660842711517,51.52719165312213,-0.055392111450162,0.044250158684928334
Central,Newbury Park,Barkingside,51.57563850646377,0.0903031581978967,51.58585076146283,0.0884766401059262,0.02013352995258351
Central,North Acton,Hanger Lane,51.52343200460989,-0.2597295239222282,51.5300715563412,-0.2929961405571649,0.06582663461063316
Central,North Acton,West Acton,51.52343200460989,-0.2597295239222282,51.51776969314101,-0.2806571709044868,0.04207018779028921
Central,Northolt,South Ruislip,51.54821230018008,-0.3684405875976204,51.55688965147795,-0.3991159010068219,0.061861091930618006
Central,Notting Hill Gate,Holland Park,51.50937501801177,-0.1959216162263908,51.50714614814041,-0.2065577754123284,0.021087653180515725
Central,Oxford Circus,Bond Street,51.51522317440166,-0.1408361701333405,51.513797282327445,-0.1496136085316461,0.017255764952559628
Central,Perivale,Greenford,51.53634129467288,-0.3230704159011666,51.54197950701463,-0.3458787331310219,0.04559160572197142
Central,Queensway,Notting Hill Gate,51.51044892854765,-0.1874199010483689,51.50937501801177,-0.1959216162263908,0.016628524306426317
Central,Redbridge,Gants Hill,51.576366994360605,0.0453940440870773,51.57655306294169,0.0660840980631794,0.04015021980649674
Central,Ruislip Gardens,West Ruislip,51.55995951052218,-0.4092941013740339,51.56958715703546,-0.4378601343740381,0.05849609004019336
Central,Shepherds Bush,White City,51.504531795613886,-0.2185191566688487,51.51223207227981,-0.2246319285152728,0.019079439437291828
Central,Snaresbrook,Leytonstone,51.58089131157066,0.021463927810755,51.56852230672617,0.0091404519570612,0.03388333149622513
Central,South Ruislip,Ruislip Gardens,51.55688965147795,-0.3991159010068219,51.55995951052218,-0.4092941013740339,0.020629585605349676
Central,South Woodford,Snaresbrook,51.59155266475493,0.0279430783744094,51.58089131157066,0.021463927810755,0.024211062704081934
Central,St. Pauls,Chancery Lane,,,51.51849383581988,-0.1119620267624171,
Central,Bank,Chancery Lane,51.51334691914183,-0.0890001234943746,51.51849383581988,-0.1119620267624171,0.0456629824223979
Central,Stratford,Mile End,51.54169257587399,-0.0037516410271907,51.5253109195645,-0.0326660842711517,0.06448901687621492
Central,Theydon Bois,Debden,51.67255225418,0.1028907368816818,51.64549214152591,0.0838014752563246,0.06426557785153358
Central,Tottenham Court Road,Oxford Circus,51.516210657936185,-0.1311104379402324,51.51522317440166,-0.1408361701333405,0.01896962824889867
Central,Wanstead,Redbridge,51.57490219957087,0.028760472436225,51.576366994360605,0.0453940440870773,0.0324020247199206
Central,West Acton,Ealing Broadway,51.51776969314101,-0.2806571709044868,51.51486148277942,-0.3020103761336258,0.04181806368590092
Central,White City,East Acton,51.51223207227981,-0.2246319285152728,51.51626301045364,-0.2481122212813141,0.04622970402117299
Central,Woodford,South Woodford,51.60720190279034,0.0340562024166259,51.59155266475493,0.0279430783744094,0.032605193486423094
Circle,Aldgate,Tower Hill,51.5143422574978,-0.0756269123224862,51.51039415022928,-0.0767011981209769,0.007940679490460033
Circle,Baker Street,Great Portland Street,51.52312936605881,-0.1569041929861845,51.52378856271794,-0.1439614240810903,0.025147727233849775
Circle,Barbican,Moorgate,51.52021512610784,-0.0977215780905022,51.51843699583112,-0.0890176874196191,0.01723864206241767
Circle,Bayswater,Paddington,51.51211098317958,-0.1879015718782054,51.51539350022652,-0.1757367502657722,0.02445006611311152
Circle,Blackfriars,Temple,51.51158676169501,-0.1029953846245054,51.51104042360467,-0.1137257495312543,0.020849022419321458
Circle,Cannon Street,Mansion House,51.51136194370192,-0.0902505264150347,51.5120915984511,-0.0941976572437842,0.007789123165253742
Circle,Edgware Road,Baker Street,51.519997771093394,-0.1676682526511785,51.52312936605881,-0.1569041929861845,0.0217536461907408
Circle,Embankment,Westminster,51.50731229694681,-0.1223673356621198,51.501401389193255,-0.1250020783467796,0.012559155698250023
Circle,Euston Square,Kings Cross St.Pancras,51.525468382999584,-0.1353444884426915,51.53031226194627,-0.1238721286870342,0.024165306745922873
Circle,Farringdon,Barbican,51.52019551919777,-0.1048430613167642,51.52021512610784,-0.0977215780905022,0.013819138095444848
Circle,Gloucester Road,High Street Kensington,51.4944992596252,-0.183543557571591,51.50072913416872,-0.1915660554964191,0.019711039586210122
Circle,Goldhawk Road,Shepherds Bush Market,51.50207659663676,-0.2274040032488232,51.50588033819017,-0.2274004904102091,0.007381991255270421
Circle,Great Portland Street,Euston Square,51.52378856271794,-0.1439614240810903,51.525468382999584,-0.1353444884426915,0.01703581814791703
Circle,Hammersmith (Met.),Goldhawk Road,51.49348298668772,-0.2246401545007005,51.50207659663676,-0.2274040032488232,0.017518898799781128
Circle,High Street Kensington,Notting Hill Gate,51.50072913416872,-0.1915660554964191,51.50937501801177,-0.1959216162263908,0.018787664547600953
Circle,Kings Cross St.Pancras,Farringdon,51.53031226194627,-0.1238721286870342,51.52019551919777,-0.1048430613167642,0.041820761420366455
Circle,Ladbroke Grove,Westbourne Park,51.51721033175281,-0.2101981698917929,51.520988514909256,-0.2008825128147461,0.019507326550274248
Circle,Latimer Road,Ladbroke Grove,51.51395774487751,-0.2174596633172416,51.51721033175281,-0.2101981698917929,0.015440067129296511
Circle,Liverpool Street,Aldgate,51.51759813225402,-0.0822496218888544,51.5143422574978,-0.0756269123224862,0.014320628845649953
Circle,Mansion House,Blackfriars,51.5120915984511,-0.0941976572437842,51.51158676169501,-0.1029953846245054,0.017099892818523473
Circle,Monument,Cannon Street,51.51063027735101,-0.0861883132610571,51.51136194370192,-0.0902505264150347,0.00800951070032764
Circle,Moorgate,Liverpool Street,51.51843699583112,-0.0890176874196191,51.51759813225402,-0.0822496218888544,0.013233804674968146
Circle,Notting Hill Gate,Bayswater,51.50937501801177,-0.1959216162263908,51.51211098317958,-0.1879015718782054,0.016443591563850595
Circle,Paddington,Edgware Road,51.51539350022652,-0.1757367502657722,51.519997771093394,-0.1676682526511785,0.018027159678935815
Circle,Royal Oak,Paddington,51.5182940459234,-0.1888236715468541,51.51539350022652,-0.1757367502657722,0.026011299514271852
Circle,Shepherds Bush Market,Wood Lane,51.50588033819017,-0.2274004904102091,51.5096578296917,-0.2244726057099385,0.009274892293813721
Circle,Sloane Square,South Kensington,51.49235951048056,-0.1564888560570236,51.49407108325524,-0.1739230213376395,0.03399330812000824
Circle,South Kensington,Gloucester Road,51.49407108325524,-0.1739230213376395,51.4944992596252,-0.183543557571591,0.018686931761623636
Circle,St.James's Park,Victoria,51.49960957772611,-0.1338787543411247,51.49642371956767,-0.1439207051263039,0.02044356488702173
Circle,Temple,Embankment,51.51104042360467,-0.1137257495312543,51.50731229694681,-0.1223673356621198,0.01826312748270365
Circle,Tower Hill,Monument,51.51039415022928,-0.0767011981209769,51.51063027735101,-0.0861883132610571,0.018415247275805697
Circle,Victoria,Sloane Square,51.49642371956767,-0.1439207051263039,51.49235951048056,-0.1564888560570236,0.025631975591206405
Circle,Westbourne Park,Royal Oak,51.520988514909256,-0.2008825128147461,51.5182940459234,-0.1888236715468541,0.023977092800471368
Circle,Westminster,St.James's Park,51.501401389193255,-0.1250020783467796,51.49960957772611,-0.1338787543411247,0.017572506396765105
Circle,Wood Lane,Latimer Road,51.5096578296917,-0.2244726057099385,51.51395774487751,-0.2174596633172416,0.01596333388138683
District,Acton Town,Ealing Common,51.50307098636339,-0.280302696832724,51.510248187933655,-0.2871514131053222,0.01925183930194418
District,Aldgate East,Tower Hill,51.51508150569872,-0.0730014624207395,51.51039415022928,-0.0767011981209769,0.01158853405086004
District,Barking,East Ham,51.53952124839739,0.0808316104030654,51.53924625194368,0.0515162934805761,0.05688824297104266
District,Barons Court,Hammersmith (District),51.490228334902,-0.2134301424178916,51.49181941355715,-0.2228609258853042,0.018558915804011818
District,Bayswater,Paddington,51.51211098317958,-0.1879015718782054,51.51539350022652,-0.1757367502657722,0.02445006611311152
District,Becontree,Upney,51.53958561974398,0.1268802926935937,51.53840581666546,0.1015317446641368,0.049241572153086575
District,Blackfriars,Temple,51.51158676169501,-0.1029953846245054,51.51104042360467,-0.1137257495312543,0.020849022419321458
District,Bow Church,Stepney Green,51.52761517272713,-0.0204998991771463,51.521995758615454,-0.047382523194855,0.053292941451684964
District,Bow Road,Bow Church,51.52704176950966,-0.0243595906326814,51.52761517272713,-0.0204998991771463,0.007571868131042017
District,Bromley-by-Bow,Bow Road,51.52484018370095,-0.0116823743530453,51.52704176950966,-0.0243595906326814,0.024968159759333617
District,Cannon Street,Mansion House,51.51136194370192,-0.0902505264150347,51.5120915984511,-0.0941976572437842,0.007789123165253742
District,Chiswick Park,Acton Town,51.49437027794272,-0.2677369179922983,51.50307098636339,-0.280302696832724,0.029659490344603794
District,Dagenham East,Dagenham Heathway,51.54418761328958,0.1658334333091666,51.54121203550144,0.1476797214740033,0.03569707629778644
District,Dagenham Heathway,Becontree,51.54121203550144,0.1476797214740033,51.53958561974398,0.1268802926935937,0.04048407756036063
District,Ealing Common,Ealing Broadway,51.510248187933655,-0.2871514131053222,51.51486148277942,-0.3020103761336258,0.030191535265390954
District,Earls Court,High Street Kensington,51.49135635619762,-0.1943138070951425,51.50072913416872,-0.1915660554964191,0.018955282598691756
District,Earls Court,Kensington (Olympia),51.49135635619762,-0.1943138070951425,51.49787935712583,-0.2103792397678828,0.03364692580661816
District,Earls Court,West Brompton,51.49135635619762,-0.1943138070951425,51.48732859696135,-0.1955388096704278,0.008170192056660903
District,Earls Court,West Kensington,51.49135635619762,-0.1943138070951425,51.490109027210565,-0.2062036922180267,0.023198713341354916
District,East Ham,Upton Park,51.53924625194368,0.0515162934805761,51.536628259878114,0.0345418397236073,0.03332811388609042
District,East Putney,Southfields,51.45887944035384,-0.2109982315959417,51.44488297741004,-0.2066093830909312,0.028466975437434056
District,Elm Park,Dagenham East,51.54912490990794,0.1972526842834268,51.54418761328958,0.1658334333091666,0.06171673719829602
District,Embankment,Westminster,51.50731229694681,-0.1223673356621198,51.501401389193255,-0.1250020783467796,0.012559155698250023
District,Fulham Broadway,Parsons Green,51.480260585746336,-0.1955441615278966,51.47495982565945,-0.2011244900122527,0.014936021106616848
District,Gloucester Road,Earls Court,51.4944992596252,-0.183543557571591,51.49135635619762,-0.1943138070951425,0.02177132057986299
District,Gunnersbury,Kew Gardens,51.49186296322991,-0.2751641314162503,51.476788671230366,-0.2853810066761743,0.03533988351770772
District,Hammersmith (District),Ravenscourt Park,51.49181941355715,-0.2228609258853042,51.494067596546,-0.2359692298601434,0.025807872765141966
